datetime,station,passengers,temperature,weather_type,is_weekend,events,predicted_passengers
2024-12-08 18:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-08 18:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-08 19:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-08 20:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-08 21:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Odenplan,134,1.1,rain,True,[],0.0
2024-12-08 22:37:50.109234,Medborgarplatsen,130,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Tekniska högskolan,24,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Universitet,22,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Odenplan,134,1.1,rain,True,[],0.0
2024-12-08 23:37:50.109234,Medborgarplatsen,130,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Tekniska högskolan,24,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Universitet,22,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Odenplan,134,1.1,rain,True,[],0.0
2024-12-09 00:37:50.109234,Medborgarplatsen,130,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Odenplan,126,1.1,rain,True,[],0.0
2024-12-09 01:37:50.109234,Medborgarplatsen,122,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Odenplan,126,1.1,rain,True,[],0.0
2024-12-09 02:37:50.109234,Medborgarplatsen,122,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Odenplan,126,1.1,rain,True,[],0.0
2024-12-09 03:37:50.109234,Medborgarplatsen,122,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Odenplan,126,1.1,rain,True,[],0.0
2024-12-09 04:37:50.109234,Medborgarplatsen,122,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Odenplan,126,1.1,rain,True,[],0.0
2024-12-09 05:37:50.109234,Medborgarplatsen,122,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Odenplan,126,1.1,rain,True,[],0.0
2024-12-09 06:37:50.109234,Medborgarplatsen,122,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Tekniska högskolan,36,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Universitet,34,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Odenplan,176,1.1,rain,True,[],0.0
2024-12-09 07:37:50.109234,Medborgarplatsen,171,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Tekniska högskolan,24,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Universitet,22,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Odenplan,176,1.1,rain,True,[],0.0
2024-12-09 08:37:50.109234,Medborgarplatsen,171,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,T-Centralen,540,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Slussen,270,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Gullmarsplan,151,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Fridhemsplan,135,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Tekniska högskolan,24,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Universitet,22,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Gamla stan,212,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Kungsträdgården,180,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Odenplan,176,1.1,rain,True,[],0.0
2024-12-09 09:37:50.109234,Medborgarplatsen,171,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-09 10:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-09 11:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-09 12:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,T-Centralen,360,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Slussen,180,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Universitet,15,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Gamla stan,109,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Odenplan,84,1.1,rain,True,[],0.0
2024-12-09 13:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],0.0
2024-12-09 14:37:50.109234,T-Centralen,360,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Slussen,180,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Gullmarsplan,100,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Fridhemsplan,90,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Tekniska högskolan,16,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Universitet,15,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Gamla stan,109,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Kungsträdgården,92,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Odenplan,84,1.1,rain,True,[],123.09154510498047
2024-12-09 14:37:50.109234,Medborgarplatsen,81,1.1,rain,True,[],123.09154510498047
2024-12-09 15:37:50.109234,T-Centralen,100,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Slussen,50,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Gullmarsplan,28,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Fridhemsplan,25,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Tekniska högskolan,15,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Universitet,14,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Gamla stan,21,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Kungsträdgården,18,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Odenplan,23,-6.0,clear,False,[],66.97672271728516
2024-12-09 15:37:50.109234,Medborgarplatsen,22,-6.0,clear,False,[],66.97672271728516
2024-12-09 16:37:50.109234,T-Centralen,100,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Slussen,50,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Gullmarsplan,28,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Fridhemsplan,25,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Tekniska högskolan,15,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Universitet,14,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Gamla stan,21,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Kungsträdgården,18,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Odenplan,23,-6.0,clear,False,[],0.9354947805404663
2024-12-09 16:37:50.109234,Medborgarplatsen,22,-6.0,clear,False,[],0.9354947805404663
2024-12-09 17:37:50.109234,T-Centralen,100,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Slussen,50,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Gullmarsplan,28,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Fridhemsplan,25,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Tekniska högskolan,15,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Universitet,14,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Gamla stan,21,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Kungsträdgården,18,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Odenplan,23,-6.0,clear,False,[],-29.013784408569336
2024-12-09 17:37:50.109234,Medborgarplatsen,22,-6.0,clear,False,[],-29.013784408569336
2024-12-09 18:37:50.109234,T-Centralen,100,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Slussen,50,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Gullmarsplan,28,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Fridhemsplan,25,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Tekniska högskolan,15,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Universitet,14,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Gamla stan,21,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Kungsträdgården,18,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Odenplan,23,-6.0,clear,False,[],-34.403465270996094
2024-12-09 18:37:50.109234,Medborgarplatsen,22,-6.0,clear,False,[],-34.403465270996094
2024-12-09 19:37:50.109234,T-Centralen,100,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Slussen,50,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Gullmarsplan,28,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Fridhemsplan,25,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Tekniska högskolan,15,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Universitet,14,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Gamla stan,21,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Kungsträdgården,18,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Odenplan,23,-6.0,clear,False,[],41.657066345214844
2024-12-09 19:37:50.109234,Medborgarplatsen,22,-6.0,clear,False,[],41.657066345214844
2024-12-09 20:37:50.109234,T-Centralen,100,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Slussen,50,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Gullmarsplan,28,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Fridhemsplan,25,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Tekniska högskolan,15,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Universitet,14,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Gamla stan,21,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Kungsträdgården,18,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Odenplan,23,-6.0,clear,False,[],389.1942138671875
2024-12-09 20:37:50.109234,Medborgarplatsen,22,-6.0,clear,False,[],389.1942138671875
2024-12-09 21:37:50.109234,T-Centralen,1000,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Slussen,500,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Gullmarsplan,280,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Fridhemsplan,250,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Tekniska högskolan,150,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Universitet,140,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Gamla stan,216,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Kungsträdgården,183,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Odenplan,233,-6.0,clear,False,[],655.8379516601562
2024-12-09 21:37:50.109234,Medborgarplatsen,226,-6.0,clear,False,[],655.8379516601562
2024-12-09 22:37:50.109234,T-Centralen,2000,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Slussen,1000,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Gullmarsplan,560,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Fridhemsplan,500,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Tekniska högskolan,300,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Universitet,280,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Gamla stan,433,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Kungsträdgården,366,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Odenplan,746,-6.0,clear,False,[],682.139892578125
2024-12-09 22:37:50.109234,Medborgarplatsen,725,-6.0,clear,False,[],682.139892578125
2024-12-09 23:37:50.109234,T-Centralen,2000,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Slussen,1000,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Gullmarsplan,560,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Fridhemsplan,500,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Tekniska högskolan,449,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Universitet,420,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Gamla stan,433,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Kungsträdgården,366,-6.0,clear,False,[],654.20751953125
2024-12-09 23:37:50.109234,Odenplan,746,-6.0,clear,False,[],654.20751953125
