datetime,station,current_demand,predicted_demand,optimal_fare,estimated_revenue,demand_multiplier,time_multiplier,adjusted_demand,recommendation_reason
2024-12-08 18:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 18:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 18:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 18:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 18:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 18:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 18:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-08 19:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 19:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 20:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 21:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 22:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Odenplan,149,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-08 23:05:25.890062,Medborgarplatsen,145,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Tekniska högskolan,27,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Universitet,25,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Odenplan,149,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 00:05:25.890062,Medborgarplatsen,145,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Tekniska högskolan,27,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Universitet,25,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Odenplan,149,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 01:05:25.890062,Medborgarplatsen,145,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Odenplan,140,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 02:05:25.890062,Medborgarplatsen,136,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Odenplan,140,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 03:05:25.890062,Medborgarplatsen,136,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Odenplan,140,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 04:05:25.890062,Medborgarplatsen,136,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Odenplan,140,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 05:05:25.890062,Medborgarplatsen,136,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Odenplan,140,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 06:05:25.890062,Medborgarplatsen,136,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 07:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Odenplan,140,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 07:05:25.890062,Medborgarplatsen,136,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Tekniska högskolan,40,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Universitet,37,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Odenplan,196,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 08:05:25.890062,Medborgarplatsen,190,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Tekniska högskolan,27,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Universitet,25,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Odenplan,196,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 09:05:25.890062,Medborgarplatsen,190,0.0,39.0,0.0,1.0,1.0,0.0,Peak hour but lower than expected demand
2024-12-09 10:05:25.890062,T-Centralen,600,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Slussen,300,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Gullmarsplan,168,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Fridhemsplan,150,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Tekniska högskolan,27,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Universitet,25,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Gamla stan,236,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Kungsträdgården,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Odenplan,196,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 10:05:25.890062,Medborgarplatsen,190,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 11:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 12:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Gullmarsplan,112,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Fridhemsplan,100,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Tekniska högskolan,18,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Universitet,16,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Gamla stan,121,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Kungsträdgården,102,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Odenplan,93,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 13:05:25.890062,Medborgarplatsen,90,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 14:05:25.890062,T-Centralen,400,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
2024-12-09 14:05:25.890062,Slussen,200,0.0,39.0,0.0,1.0,1.0,0.0,Off-peak but high demand detected
