datetime,station,passengers,temperature,weather_type,is_weekend,events
2024-12-08 18:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-08 18:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-08 18:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-08 18:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-08 18:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-08 19:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-08 19:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-08 20:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-08 20:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-08 21:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-08 21:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-08 22:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-08 22:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-08 23:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Odenplan,149,3.4,clear,True,[]
2024-12-08 23:05:25.890062,Medborgarplatsen,145,3.4,clear,True,[]
2024-12-09 00:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Tekniska högskolan,27,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Universitet,25,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Odenplan,149,3.4,clear,True,[]
2024-12-09 00:05:25.890062,Medborgarplatsen,145,3.4,clear,True,[]
2024-12-09 01:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Tekniska högskolan,27,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Universitet,25,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Odenplan,149,3.4,clear,True,[]
2024-12-09 01:05:25.890062,Medborgarplatsen,145,3.4,clear,True,[]
2024-12-09 02:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Odenplan,140,3.4,clear,True,[]
2024-12-09 02:05:25.890062,Medborgarplatsen,136,3.4,clear,True,[]
2024-12-09 03:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Odenplan,140,3.4,clear,True,[]
2024-12-09 03:05:25.890062,Medborgarplatsen,136,3.4,clear,True,[]
2024-12-09 04:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Odenplan,140,3.4,clear,True,[]
2024-12-09 04:05:25.890062,Medborgarplatsen,136,3.4,clear,True,[]
2024-12-09 05:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Odenplan,140,3.4,clear,True,[]
2024-12-09 05:05:25.890062,Medborgarplatsen,136,3.4,clear,True,[]
2024-12-09 06:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Odenplan,140,3.4,clear,True,[]
2024-12-09 06:05:25.890062,Medborgarplatsen,136,3.4,clear,True,[]
2024-12-09 07:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Odenplan,140,3.4,clear,True,[]
2024-12-09 07:05:25.890062,Medborgarplatsen,136,3.4,clear,True,[]
2024-12-09 08:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Tekniska högskolan,40,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Universitet,37,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Odenplan,196,3.4,clear,True,[]
2024-12-09 08:05:25.890062,Medborgarplatsen,190,3.4,clear,True,[]
2024-12-09 09:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Tekniska högskolan,27,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Universitet,25,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Odenplan,196,3.4,clear,True,[]
2024-12-09 09:05:25.890062,Medborgarplatsen,190,3.4,clear,True,[]
2024-12-09 10:05:25.890062,T-Centralen,600,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Slussen,300,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Gullmarsplan,168,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Fridhemsplan,150,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Tekniska högskolan,27,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Universitet,25,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Gamla stan,236,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Kungsträdgården,200,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Odenplan,196,3.4,clear,True,[]
2024-12-09 10:05:25.890062,Medborgarplatsen,190,3.4,clear,True,[]
2024-12-09 11:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-09 11:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-09 12:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-09 12:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-09 13:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-09 13:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-09 14:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-09 14:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-09 15:05:25.890062,T-Centralen,400,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Slussen,200,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Gullmarsplan,112,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Fridhemsplan,100,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Tekniska högskolan,18,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Universitet,16,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Gamla stan,121,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Kungsträdgården,102,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Odenplan,93,3.4,clear,True,[]
2024-12-09 15:05:25.890062,Medborgarplatsen,90,3.4,clear,True,[]
2024-12-09 16:05:25.890062,T-Centralen,100,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Slussen,50,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Gullmarsplan,28,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Fridhemsplan,25,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Tekniska högskolan,15,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Universitet,14,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Gamla stan,21,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Kungsträdgården,18,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Odenplan,23,2.1,clear,False,[]
2024-12-09 16:05:25.890062,Medborgarplatsen,22,2.1,clear,False,[]
2024-12-09 17:05:25.890062,T-Centralen,100,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Slussen,50,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Gullmarsplan,28,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Fridhemsplan,25,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Tekniska högskolan,15,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Universitet,14,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Gamla stan,21,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Kungsträdgården,18,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Odenplan,23,2.1,clear,False,[]
2024-12-09 17:05:25.890062,Medborgarplatsen,22,2.1,clear,False,[]
2024-12-09 18:05:25.890062,T-Centralen,100,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Slussen,50,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Gullmarsplan,28,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Fridhemsplan,25,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Tekniska högskolan,15,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Universitet,14,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Gamla stan,21,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Kungsträdgården,18,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Odenplan,23,2.1,clear,False,[]
2024-12-09 18:05:25.890062,Medborgarplatsen,22,2.1,clear,False,[]
2024-12-09 19:05:25.890062,T-Centralen,100,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Slussen,50,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Gullmarsplan,28,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Fridhemsplan,25,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Tekniska högskolan,15,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Universitet,14,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Gamla stan,21,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Kungsträdgården,18,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Odenplan,23,2.1,clear,False,[]
2024-12-09 19:05:25.890062,Medborgarplatsen,22,2.1,clear,False,[]
2024-12-09 20:05:25.890062,T-Centralen,100,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Slussen,50,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Gullmarsplan,28,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Fridhemsplan,25,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Tekniska högskolan,15,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Universitet,14,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Gamla stan,21,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Kungsträdgården,18,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Odenplan,23,2.1,clear,False,[]
2024-12-09 20:05:25.890062,Medborgarplatsen,22,2.1,clear,False,[]
2024-12-09 21:05:25.890062,T-Centralen,100,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Slussen,50,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Gullmarsplan,28,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Fridhemsplan,25,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Tekniska högskolan,15,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Universitet,14,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Gamla stan,21,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Kungsträdgården,18,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Odenplan,23,2.1,clear,False,[]
2024-12-09 21:05:25.890062,Medborgarplatsen,22,2.1,clear,False,[]
2024-12-09 22:05:25.890062,T-Centralen,1000,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Slussen,500,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Gullmarsplan,280,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Fridhemsplan,250,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Tekniska högskolan,150,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Universitet,140,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Gamla stan,216,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Kungsträdgården,183,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Odenplan,233,2.1,clear,False,[]
2024-12-09 22:05:25.890062,Medborgarplatsen,226,2.1,clear,False,[]
2024-12-09 23:05:25.890062,T-Centralen,2000,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Slussen,1000,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Gullmarsplan,560,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Fridhemsplan,500,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Tekniska högskolan,300,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Universitet,280,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Gamla stan,433,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Kungsträdgården,366,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Odenplan,746,2.1,clear,False,[]
2024-12-09 23:05:25.890062,Medborgarplatsen,725,2.1,clear,False,[]
2024-12-10 00:05:25.890062,T-Centralen,2000,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Slussen,1000,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Gullmarsplan,560,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Fridhemsplan,500,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Tekniska högskolan,449,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Universitet,420,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Gamla stan,433,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Kungsträdgården,366,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Odenplan,746,2.1,clear,False,[]
2024-12-10 00:05:25.890062,Medborgarplatsen,725,2.1,clear,False,[]
2024-12-10 01:05:25.890062,T-Centralen,2000,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Slussen,1000,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Gullmarsplan,560,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Fridhemsplan,500,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Tekniska högskolan,449,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Universitet,420,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Gamla stan,433,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Kungsträdgården,366,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Odenplan,746,2.1,clear,False,[]
2024-12-10 01:05:25.890062,Medborgarplatsen,725,2.1,clear,False,[]
2024-12-10 02:05:25.890062,T-Centralen,1000,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Slussen,500,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Gullmarsplan,280,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Fridhemsplan,250,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Tekniska högskolan,224,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Universitet,210,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Gamla stan,281,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Kungsträdgården,238,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Odenplan,233,2.1,clear,False,[]
2024-12-10 02:05:25.890062,Medborgarplatsen,226,2.1,clear,False,[]
2024-12-10 03:05:25.890062,T-Centralen,1000,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Slussen,500,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Gullmarsplan,280,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Fridhemsplan,250,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Tekniska högskolan,224,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Universitet,210,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Gamla stan,281,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Kungsträdgården,238,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Odenplan,233,2.1,clear,False,[]
2024-12-10 03:05:25.890062,Medborgarplatsen,226,2.1,clear,False,[]
2024-12-10 04:05:25.890062,T-Centralen,1000,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Slussen,500,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Gullmarsplan,280,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Fridhemsplan,250,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Tekniska högskolan,224,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Universitet,210,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Gamla stan,281,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Kungsträdgården,238,2.1,clear,False,[]
2024-12-10 04:05:25.890062,Odenplan,233,2.1,clear,False,[]
